,student,course
906,181,180
907,181,154
908,181,225
909,181,15
910,182,91
911,182,150
912,182,213
913,182,224
914,182,168
915,183,179
916,183,248
917,183,266
918,183,185
919,183,181
920,184,208
921,184,211
922,184,96
923,184,12
924,184,22
925,185,16
926,185,143
927,185,277
928,185,248
929,185,257
930,186,49
931,186,191
932,186,105
933,186,23
934,186,138
935,187,130
936,187,27
937,187,240
938,187,88
939,187,5
940,188,173
941,188,108
942,188,148
943,188,240
944,188,199
945,189,109
946,189,58
947,189,211
948,189,223
949,189,183
950,190,285
951,190,86
952,190,8
953,190,261
954,190,250
955,191,278
956,191,227
957,191,41
958,191,118
959,191,142
960,192,224
961,192,32
962,192,76
963,192,206
964,192,35
965,193,196
966,193,190
967,193,247
968,193,145
969,193,38
970,194,195
971,194,119
972,194,51
973,194,40
974,194,18
975,195,74
976,195,28
977,195,126
978,195,275
979,195,121
980,196,40
981,196,136
982,196,188
983,196,251
984,196,240
985,197,200
986,197,179
987,197,154
988,197,13
989,197,19
990,198,27
991,198,20
992,198,298
993,198,257
994,198,150
995,199,148
996,199,101
997,199,193
998,199,26
999,199,158
1000,200,121
1001,200,144
1002,200,297
1003,200,99
1004,200,216
1005,201,83
1006,201,200
1007,201,131
1008,201,273
1009,201,291
1010,202,10
1011,202,80
1012,202,137
1013,202,148
1014,202,212
1015,203,153
1016,203,268
1017,203,63
1018,203,278
1019,203,53
1020,204,17
1021,204,114
1022,204,138
1023,204,208
1024,204,98
1025,205,266
1026,205,118
1027,205,242
1028,205,161
1029,205,48
1030,206,244
1031,206,239
1032,206,135
1033,206,238
1034,206,215
1035,207,105
1036,207,79
1037,207,222
1038,207,247
1039,207,143
1040,208,223
1041,208,76
1042,208,78
1043,208,259
1044,208,201
1045,209,173
1046,209,299
1047,209,120
1048,209,89
1049,209,238
1050,210,160
1051,210,210
1052,210,22
1053,210,88
1054,210,118
1055,211,21
1056,211,67
1057,211,20
1058,211,141
1059,211,5
1060,212,101
1061,212,76
1062,212,81
1063,212,218
1064,212,73
1065,213,153
1066,213,45
1067,213,75
1068,213,17
1069,213,242
1070,214,203
1071,214,293
1072,214,99
1073,214,2
1074,214,135
1075,215,12
1076,215,10
1077,215,39
1078,215,229
1079,215,290
1080,216,94
1081,216,226
1082,216,217
1083,216,275
1084,216,263
1085,217,66
1086,217,58
1087,217,157
1088,217,226
1089,217,44
1090,218,35
1091,218,4
1092,218,233
1093,218,83
1094,218,212
1095,219,256
1096,219,87
1097,219,226
1098,219,69
1099,219,257
1100,220,121
1101,220,212
1102,220,188
1103,220,27
1104,220,71
1105,221,129
1106,221,208
1107,221,91
1108,221,72
1109,221,143
1110,222,131
1111,222,297
1112,222,104
1113,222,213
1114,222,112
1115,223,220
1116,223,1
1117,223,160
1118,223,226
1119,223,166
1120,224,103
1121,224,23
1122,224,43
1123,224,79
1124,224,108
1125,225,3
1126,225,141
1127,225,228
1128,225,59
1129,225,31
1130,226,107
1131,226,57
1132,226,111
1133,226,210
1134,226,1
1135,227,250
1136,227,82
1137,227,142
1138,227,176
1139,227,228
1140,228,273
1141,228,225
1142,228,206
1143,228,4
1144,228,174
1145,229,25
1146,229,238
1147,229,295
1148,229,101
1149,229,182
1150,230,270
1151,230,115
1152,230,68
1153,230,81
1154,230,92
1155,231,241
1156,231,234
1157,231,22
1158,231,239
1159,231,218
1160,232,287
1161,232,184
1162,232,0
1163,232,112
1164,232,8
1165,233,151
1166,233,246
1167,233,81
1168,233,194
1169,233,295
1170,234,112
1171,234,259
1172,234,8
1173,234,257
1174,234,163
1175,235,71
1176,235,70
1177,235,209
1178,235,86
1179,235,68
1180,236,279
1181,236,213
1182,236,264
1183,236,236
1184,236,121
1185,237,215
1186,237,278
1187,237,83
1188,237,58
1189,237,257
1190,238,79
1191,238,49
1192,238,59
1193,238,48
1194,238,293
1195,239,199
1196,239,130
1197,239,184
1198,239,16
1199,239,267
1200,240,115
1201,240,69
1202,240,172
1203,240,146
1204,240,32
1205,241,278
1206,241,274
1207,241,122
1208,241,261
1209,241,289
1210,242,294
1211,242,85
1212,242,154
1213,242,10
1214,242,32
1215,243,39
1216,243,16
1217,243,297
1218,243,228
1219,243,70
1220,244,223
1221,244,27
1222,244,83
1223,244,261
1224,244,64
1225,245,42
1226,245,228
1227,245,156
1228,245,252
1229,245,44
1230,246,272
1231,246,198
1232,246,210
1233,246,94
1234,246,264
1235,247,166
1236,247,113
1237,247,19
1238,247,148
1239,247,157
1240,248,261
1241,248,139
1242,248,15
1243,248,161
1244,248,237
1245,249,299
1246,249,3
1247,249,75
1248,249,273
1249,249,22
1250,250,180
1251,250,196
1252,250,258
1253,250,178
1254,250,256
1255,251,22
1256,251,253
1257,251,21
1258,251,229
1259,251,291
1260,252,33
1261,252,273
1262,252,154
1263,252,123
1264,252,40
1265,253,58
1266,253,72
1267,253,296
1268,253,131
1269,253,188
1270,254,224
1271,254,261
1272,254,176
1273,254,145
1274,254,284
1275,255,109
1276,255,177
1277,255,205
1278,255,154
1279,255,257
1280,256,63
1281,256,258
1282,256,156
1283,256,200
1284,256,88
1285,257,194
1286,257,219
1287,257,201
1288,257,129
1289,257,210
1290,258,79
1291,258,255
1292,258,271
1293,258,279
1294,258,178
1295,259,56
1296,259,119
1297,259,212
1298,259,94
1299,259,217
1300,260,24
1301,260,239
1302,260,295
1303,260,280
1304,260,267
1305,261,203
1306,261,208
1307,261,48
1308,261,39
1309,261,239
1310,262,231
1311,262,50
1312,262,57
1313,262,243
1314,262,165
1315,263,18
1316,263,105
1317,263,293
1318,263,150
1319,263,88
1320,264,90
1321,264,23
1322,264,115
1323,264,172
1324,264,164
1325,265,233
1326,265,212
1327,265,226
1328,265,72
1329,265,172
1330,266,91
1331,266,118
1332,266,271
1333,266,12
1334,266,8
1335,267,160
1336,267,276
1337,267,100
1338,267,192
1339,267,228
1340,268,87
1341,268,283
1342,268,273
1343,268,77
1344,268,288
1345,269,223
1346,269,69
1347,269,285
1348,269,99
1349,269,104
1350,270,194
1351,270,115
1352,270,282
1353,270,2
1354,270,108
1355,271,10
1356,271,145
1357,271,94
1358,271,186
1359,271,51
1360,272,155
1361,272,242
1362,272,265
1363,272,24
1364,272,131
1365,273,74
1366,273,111
1367,273,258
1368,273,211
1369,273,23
1370,274,18
1371,274,289
1372,274,170
1373,274,3
1374,274,20
1375,275,60
1376,275,177
1377,275,160
1378,275,269
1379,275,77
1380,276,235
1381,276,111
1382,276,294
1383,276,127
1384,276,134
1385,277,256
1386,277,298
1387,277,225
1388,277,26
1389,277,136
1390,278,140
1391,278,34
1392,278,199
1393,278,96
1394,278,219
1395,279,252
1396,279,255
1397,279,260
1398,279,190
1399,279,94
1400,280,7
1401,280,194
1402,280,254
1403,280,168
1404,280,6
1405,281,246
1406,281,298
1407,281,40
1408,281,34
1409,281,80
1410,282,56
1411,282,183
1412,282,3
1413,282,79
1414,282,51
1415,283,76
1416,283,255
1417,283,149
1418,283,59
1419,283,110
1420,284,15
1421,284,267
1422,284,55
1423,284,2
1424,284,28
1425,285,158
1426,285,136
1427,285,201
1428,285,289
1429,285,126
1430,286,115
1431,286,159
1432,286,251
1433,286,128
1434,286,99
1435,287,143
1436,287,210
1437,287,144
1438,287,0
1439,287,57
1440,288,17
1441,288,283
1442,288,297
1443,288,106
1444,288,214
1445,289,162
1446,289,103
1447,289,176
1448,289,108
1449,289,205
1450,290,92
1451,290,102
1452,290,51
1453,290,183
1454,290,150
1455,291,197
1456,291,137
1457,291,35
1458,291,243
1459,291,156
1460,292,50
1461,292,254
1462,292,213
1463,292,236
1464,292,138
1465,293,91
1466,293,96
1467,293,87
1468,293,43
1469,293,30
1470,294,286
1471,294,173
1472,294,145
1473,294,61
1474,294,199
1475,295,94
1476,295,99
1477,295,258
1478,295,92
1479,295,12
1480,296,109
1481,296,100
1482,296,99
1483,296,224
1484,296,159
1485,297,77
1486,297,53
1487,297,2
1488,297,222
1489,297,296
1490,298,9
1491,298,281
1492,298,4
1493,298,152
1494,298,83
1495,299,167
1496,299,124
1497,299,191
1498,299,220
1499,299,86
1500,300,297
1501,300,230
1502,300,148
1503,300,50
1504,300,245
1505,301,194
1506,301,149
1507,301,180
1508,301,121
1509,301,183
1510,302,196
1511,302,217
1512,302,62
1513,302,229
1514,302,268
1515,303,22
1516,303,152
1517,303,84
1518,303,155
1519,303,174
1520,304,262
1521,304,149
1522,304,258
1523,304,289
1524,304,96
1525,305,78
1526,305,239
1527,305,198
1528,305,247
1529,305,37
1530,306,31
1531,306,79
1532,306,192
1533,306,19
1534,306,279
1535,307,131
1536,307,173
1537,307,121
1538,307,47
1539,307,117
1540,308,285
1541,308,289
1542,308,207
1543,308,202
1544,308,284
1545,309,20
1546,309,269
1547,309,148
1548,309,207
1549,309,15
1550,310,3
1551,310,11
1552,310,197
1553,310,280
1554,310,294
1555,311,217
1556,311,275
1557,311,136
1558,311,154
1559,311,242
1560,312,145
1561,312,296
1562,312,5
1563,312,207
1564,312,221
1565,313,6
1566,313,170
1567,313,47
1568,313,78
1569,313,252
1570,314,148
1571,314,199
1572,314,103
1573,314,20
1574,314,270
1575,315,24
1576,315,206
1577,315,266
1578,315,68
1579,315,15
1580,316,287
1581,316,104
1582,316,71
1583,316,133
1584,316,28
1585,317,232
1586,317,6
1587,317,241
1588,317,102
1589,317,164
1590,318,98
1591,318,138
1592,318,249
1593,318,278
1594,318,225
1595,319,87
1596,319,176
1597,319,138
1598,319,46
1599,319,234
1600,320,100
1601,320,244
1602,320,88
1603,320,261
1604,320,181
1605,321,295
1606,321,208
1607,321,231
1608,321,263
1609,321,246
1610,322,116
1611,322,182
1612,322,166
1613,322,172
1614,322,293
1615,323,250
1616,323,251
1617,323,60
1618,323,189
1619,323,262
1620,324,198
1621,324,78
1622,324,219
1623,324,204
1624,324,153
1625,325,55
1626,325,141
1627,325,105
1628,325,256
1629,325,249
1630,326,272
1631,326,180
1632,326,225
1633,326,263
1634,326,142
1635,327,90
1636,327,72
1637,327,26
1638,327,219
1639,327,203
1640,328,147
1641,328,134
1642,328,9
1643,328,90
1644,328,235
1645,329,42
1646,329,146
1647,329,211
1648,329,244
1649,329,44
1650,330,285
1651,330,221
1652,330,174
1653,330,9
1654,330,157
1655,331,170
1656,331,286
1657,331,38
1658,331,226
1659,331,94
1660,332,69
1661,332,73
1662,332,85
1663,332,8
1664,332,34
1665,333,245
1666,333,218
1667,333,212
1668,333,77
1669,333,101
1670,334,268
1671,334,190
1672,334,292
1673,334,1
1674,334,74
1675,335,203
1676,335,32
1677,335,217
1678,335,253
1679,335,177
1680,336,134
1681,336,275
1682,336,77
1683,336,22
1684,336,163
1685,337,155
1686,337,56
1687,337,263
1688,337,214
1689,337,298
1690,338,126
1691,338,162
1692,338,262
1693,338,47
1694,338,38
1695,339,163
1696,339,139
1697,339,51
1698,339,5
1699,339,48
1700,340,281
1701,340,284
1702,340,46
1703,340,83
1704,340,208
1705,341,85
1706,341,142
1707,341,191
1708,341,123
1709,341,82
1710,342,194
1711,342,294
1712,342,101
1713,342,285
1714,342,179
1715,343,21
1716,343,214
1717,343,221
1718,343,201
1719,343,223
1720,344,217
1721,344,180
1722,344,51
1723,344,241
1724,344,21
1725,345,97
1726,345,286
1727,345,213
1728,345,101
1729,345,118
1730,346,95
1731,346,40
1732,346,192
1733,346,4
1734,346,260
1735,347,156
1736,347,119
1737,347,127
1738,347,125
1739,347,3
1740,348,228
1741,348,183
1742,348,198
1743,348,37
1744,348,20
1745,349,127
1746,349,201
1747,349,234
1748,349,88
1749,349,295
1750,350,99
1751,350,55
1752,350,121
1753,350,230
1754,350,22
1755,351,72
1756,351,225
1757,351,253
1758,351,109
1759,351,283
1760,352,172
1761,352,114
1762,352,98
1763,352,113
1764,352,76
1765,353,234
1766,353,130
1767,353,188
1768,353,209
1769,353,196
1770,354,83
1771,354,129
1772,354,284
1773,354,112
1774,354,113
1775,355,179
1776,355,59
1777,355,132
1778,355,38
1779,355,262
1780,356,155
1781,356,3
1782,356,250
1783,356,227
1784,356,100
1785,357,276
1786,357,161
1787,357,237
1788,357,280
1789,357,165
1790,358,86
1791,358,96
1792,358,25
1793,358,98
1794,358,263
1795,359,256
1796,359,35
1797,359,82
1798,359,15
1799,359,91
1800,360,291
1801,360,178
1802,360,105
1803,360,69
1804,360,184
1805,361,112
1806,361,265
1807,361,12
1808,361,93
1809,361,192
1810,362,163
1811,362,187
1812,362,87
1813,362,146
1814,362,190
1815,363,155
1816,363,205
1817,363,152
1818,363,53
1819,363,182
1820,364,291
1821,364,276
1822,364,69
1823,364,42
1824,364,286
1825,365,294
1826,365,39
1827,365,37
1828,365,133
1829,365,72
1830,366,117
1831,366,179
1832,366,49
1833,366,95
1834,366,254
1835,367,284
1836,367,9
1837,367,137
1838,367,78
1839,367,127
1840,368,175
1841,368,157
1842,368,57
1843,368,76
1844,368,222
1845,369,178
1846,369,159
1847,369,12
1848,369,89
1849,369,149
1850,370,187
1851,370,279
1852,370,123
1853,370,215
1854,370,175
1855,371,222
1856,371,191
1857,371,204
1858,371,254
1859,371,119
1860,372,250
1861,372,65
1862,372,140
1863,372,269
1864,372,76
1865,373,154
1866,373,87
1867,373,133
1868,373,125
1869,373,285
1870,374,58
1871,374,77
1872,374,18
1873,374,111
1874,374,238
1875,375,30
1876,375,40
1877,375,63
1878,375,169
1879,375,61
1880,376,238
1881,376,271
1882,376,159
1883,376,287
1884,376,117
1885,377,73
1886,377,282
1887,377,242
1888,377,80
1889,377,32
1890,378,126
1891,378,182
1892,378,262
1893,378,233
1894,378,37
1895,379,38
1896,379,203
1897,379,202
1898,379,149
1899,379,216
1900,380,198
1901,380,280
1902,380,107
1903,380,95
1904,380,213
1905,381,101
1906,381,148
1907,381,4
1908,381,254
1909,381,114
1910,382,170
1911,382,67
1912,382,206
1913,382,166
1914,382,52
1915,383,26
1916,383,63
1917,383,58
1918,383,284
1919,383,269
1920,384,231
1921,384,197
1922,384,299
1923,384,162
1924,384,184
1925,385,149
1926,385,259
1927,385,242
1928,385,4
1929,385,191
1930,386,138
1931,386,70
1932,386,118
1933,386,226
1934,386,156
1935,387,168
1936,387,258
1937,387,147
1938,387,53
1939,387,257
1940,388,33
1941,388,275
1942,388,96
1943,388,216
1944,388,152
1945,389,0
1946,389,111
1947,389,185
1948,389,196
1949,389,178
1950,390,89
1951,390,199
1952,390,238
1953,390,194
1954,390,174
1955,391,219
1956,391,145
1957,391,185
1958,391,283
1959,391,105
1960,392,26
1961,392,180
1962,392,167
1963,392,214
1964,392,104
1965,393,281
1966,393,100
1967,393,166
1968,393,213
1969,393,227
1970,394,224
1971,394,44
1972,394,37
1973,394,83
1974,394,294
1975,395,267
1976,395,245
1977,395,215
1978,395,12
1979,395,77
1980,396,228
1981,396,268
1982,396,294
1983,396,240
1984,396,161
1985,397,88
1986,397,123
1987,397,289
1988,397,108
1989,397,286
1990,398,190
1991,398,206
1992,398,30
1993,398,70
1994,398,100
1995,399,252
1996,399,83
1997,399,18
1998,399,7
1999,399,122
2000,400,195
2001,400,112
2002,400,66
2003,400,275
2004,400,152
2005,401,46
2006,401,167
2007,401,134
2008,401,205
2009,401,178
2010,402,212
2011,402,245
2012,402,264
2013,402,56
2014,402,170
2015,403,168
2016,403,137
2017,403,246
2018,403,132
2019,403,96
2020,404,156
2021,404,25
2022,404,43
2023,404,42
2024,404,24
2025,405,71
2026,405,4
2027,405,41
2028,405,290
2029,405,3
2030,406,21
2031,406,145
2032,406,34
2033,406,272
2034,406,53
2035,407,223
2036,407,150
2037,407,73
2038,407,106
2039,407,146
2040,408,268
2041,408,122
2042,408,23
2043,408,18
2044,408,143
2045,409,184
2046,409,216
2047,409,196
2048,409,106
2049,409,86
2050,410,291
2051,410,218
2052,410,283
2053,410,163
2054,410,97
2055,411,146
2056,411,112
2057,411,32
2058,411,208
2059,411,17
2060,412,119
2061,412,276
2062,412,289
2063,412,233
2064,412,274
2065,413,124
2066,413,121
2067,413,91
2068,413,46
2069,413,24
2070,414,218
2071,414,242
2072,414,177
2073,414,30
2074,414,283
2075,415,155
2076,415,45
2077,415,188
2078,415,116
2079,415,279
2080,416,280
2081,416,191
2082,416,184
2083,416,86
2084,416,193
2085,417,282
2086,417,113
2087,417,104
2088,417,79
2089,417,106
2090,418,64
2091,418,89
2092,418,34
2093,418,31
2094,418,19
2095,419,278
2096,419,132
2097,419,84
2098,419,264
2099,419,279
2100,420,78
2101,420,155
2102,420,232
2103,420,142
2104,420,52
2105,421,268
2106,421,107
2107,421,24
2108,421,188
2109,421,122
2110,422,199
2111,422,209
2112,422,117
2113,422,227
2114,422,147
2115,423,53
2116,423,156
2117,423,62
2118,423,76
2119,423,18
2120,424,107
2121,424,130
2122,424,43
2123,424,155
2124,424,232
2125,425,218
2126,425,165
2127,425,7
2128,425,261
2129,425,204
2130,426,2
2131,426,69
2132,426,153
2133,426,298
2134,426,110
2135,427,299
2136,427,97
2137,427,175
2138,427,241
2139,427,56
2140,428,21
